observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
SYFW0082_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0082,,2024-01-27T13:47:22-0600,2024-01-27T13:47:22-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0055_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0055,,2024-01-27T11:54:24-0600,2024-01-27T11:54:24-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0117_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0117,,2024-01-27T08:07:16-0600,2024-01-27T08:07:16-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0103_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0103,,2024-01-27T07:58:56-0600,2024-01-27T07:58:56-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0107_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0107,,2024-01-27T08:01:16-0600,2024-01-27T08:01:16-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0113_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0113,,2024-01-27T08:05:04-0600,2024-01-27T08:05:04-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0086_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0086,,2024-01-27T13:49:34-0600,2024-01-27T13:49:34-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0092_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0092,,2024-01-27T13:52:55-0600,2024-01-27T13:52:55-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0073_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0073,,2024-01-27T07:41:50-0600,2024-01-27T07:41:50-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0067_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0067,,2024-01-27T07:36:54-0600,2024-01-27T07:36:54-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0099_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0099,,2024-01-27T07:56:38-0600,2024-01-27T07:56:38-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0118_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0118,,2024-01-27T14:08:08-0600,2024-01-27T14:08:08-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0124_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0124,,2024-01-27T14:14:03-0600,2024-01-27T14:14:03-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0130_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0130,,2024-01-27T14:21:20-0600,2024-01-27T14:21:20-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0078_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0078,,2024-01-27T13:44:53-0600,2024-01-27T13:44:53-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0050_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0050,,2024-01-27T11:37:00-0600,2024-01-27T11:37:00-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0044_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0044,,2024-01-27T11:28:38-0600,2024-01-27T11:28:38-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0052_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0052,,2024-01-27T11:38:21-0600,2024-01-27T11:38:21-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0046_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0046,,2024-01-27T11:30:25-0600,2024-01-27T11:30:25-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0126_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0126,,2024-01-27T14:16:22-0600,2024-01-27T14:16:22-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0132_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0132,,2024-01-27T14:22:40-0600,2024-01-27T14:22:40-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0058_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0058,,2024-01-27T05:59:14-0600,2024-01-27T05:59:14-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0071_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0071,,2024-01-27T07:39:54-0600,2024-01-27T07:39:54-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0065_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0065,,2024-01-27T07:35:46-0600,2024-01-27T07:35:46-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0084_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0084,,2024-01-27T13:48:27-0600,2024-01-27T13:48:27-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0090_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0090,,2024-01-27T13:51:49-0600,2024-01-27T13:51:49-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0139_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0139,,2024-01-27T08:26:26-0600,2024-01-27T08:26:26-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0105_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0105,,2024-01-27T08:00:04-0600,2024-01-27T08:00:04-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0111_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0111,,2024-01-27T08:03:46-0600,2024-01-27T08:03:46-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0189_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0189,,2024-01-29T07:02:52-0600,2024-01-29T07:02:52-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0008_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0008,,2024-01-24T19:05:33-0600,2024-01-24T19:05:33-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0034_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0034,,2024-01-27T11:21:47-0600,2024-01-27T11:21:47-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0020_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0020,,2024-01-24T19:12:47-0600,2024-01-24T19:12:47-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0168_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0168,,2024-01-29T07:57:54-0600,2024-01-29T07:57:54-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0140_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0140,,2024-01-27T14:27:13-0600,2024-01-27T14:27:13-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0154_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0154,,2024-01-27T16:14:45-0600,2024-01-27T16:14:45-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0228_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0228,,2024-01-30T12:34:32-0600,2024-01-30T12:34:32-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0214_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0214,,2024-01-30T12:26:26-0600,2024-01-30T12:26:26-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0017_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0017,,2024-01-24T13:10:46-0600,2024-01-24T13:10:46-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0003_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0003,,2024-01-24T13:02:12-0600,2024-01-24T13:02:12-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0196_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0196,,2024-01-29T13:48:57-0600,2024-01-29T13:48:57-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0182_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0182,,2024-01-29T12:19:44-0600,2024-01-29T12:19:44-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0201_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0201,,2024-01-30T06:59:18-0600,2024-01-30T06:59:18-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0163_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0163,,2024-01-28T08:10:12-0600,2024-01-28T08:10:12-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0177_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0177,,2024-01-29T04:47:50-0600,2024-01-29T04:47:50-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0223_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0223,,2024-01-30T18:31:50-0600,2024-01-30T18:31:50-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0237_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0237,,2024-01-30T18:43:00-0600,2024-01-30T18:43:00-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0221_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0221,,2024-01-30T18:30:44-0600,2024-01-30T18:30:44-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0235_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0235,,2024-01-30T18:41:54-0600,2024-01-30T18:41:54-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0149_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0149,,2024-01-27T08:32:18-0600,2024-01-27T08:32:18-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0161_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0161,,2024-01-28T07:02:24-0600,2024-01-28T07:02:24-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0175_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0175,,2024-01-29T04:15:16-0600,2024-01-29T04:15:16-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0023_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0023,,2024-01-24T19:18:20-0600,2024-01-24T19:18:20-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0157_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0157,,2024-01-28T04:30:18-0600,2024-01-28T04:30:18-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0194_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0194,,2024-01-29T13:43:20-0600,2024-01-29T13:43:20-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0203_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0203,,2024-01-30T09:02:10-0600,2024-01-30T09:02:10-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0180_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0180,,2024-01-29T12:13:47-0600,2024-01-29T12:13:47-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0015_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0015,,2024-01-24T13:09:40-0600,2024-01-24T13:09:40-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0028_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0028,,2024-01-24T13:21:14-0600,2024-01-24T13:21:14-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0216_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0216,,2024-01-30T12:27:46-0600,2024-01-30T12:27:46-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0142_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0142,,2024-01-27T14:28:39-0600,2024-01-27T14:28:39-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0156_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0156,,2024-01-27T16:30:18-0600,2024-01-27T16:30:18-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0036_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0036,,2024-01-27T11:23:25-0600,2024-01-27T11:23:25-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0022_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0022,,2024-01-24T19:17:16-0600,2024-01-24T19:17:16-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0208_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0208,,2024-01-30T16:27:58-0600,2024-01-30T16:27:58-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0032_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0032,,2024-01-27T11:14:29-0600,2024-01-27T11:14:29-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0152_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0152,,2024-01-27T14:37:52-0600,2024-01-27T14:37:52-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0146_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0146,,2024-01-27T14:30:51-0600,2024-01-27T14:30:51-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0212_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0212,,2024-01-30T12:23:10-0600,2024-01-30T12:23:10-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0039_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0039,,2024-01-27T05:24:56-0600,2024-01-27T05:24:56-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0005_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0005,,2024-01-24T13:03:24-0600,2024-01-24T13:03:24-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0011_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0011,,2024-01-24T13:06:58-0600,2024-01-24T13:06:58-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0207_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0207,,2024-01-30T10:26:54-0600,2024-01-30T10:26:54-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0184_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0184,,2024-01-29T12:55:11-0600,2024-01-29T12:55:11-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0190_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0190,,2024-01-29T13:04:12-0600,2024-01-29T13:04:12-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0027_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0027,,2024-01-24T19:20:56-0600,2024-01-24T19:20:56-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0159_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0159,,2024-01-28T07:00:50-0600,2024-01-28T07:00:50-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0171_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0171,,2024-01-29T02:27:48-0600,2024-01-29T02:27:48-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0219_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0219,,2024-01-30T18:29:36-0600,2024-01-30T18:29:36-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0231_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0231,,2024-01-30T18:39:40-0600,2024-01-30T18:39:40-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0225_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0225,,2024-01-30T18:33:02-0600,2024-01-30T18:33:02-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0233_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0233,,2024-01-30T18:40:47-0600,2024-01-30T18:40:47-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0227_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0227,,2024-01-30T18:34:11-0600,2024-01-30T18:34:11-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0173_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0173,,2024-01-29T02:58:58-0600,2024-01-29T02:58:58-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0167_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0167,,2024-01-28T22:37:36-0600,2024-01-28T22:37:36-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0031_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0031,,2024-01-27T11:11:59-0600,2024-01-27T11:11:59-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0025_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0025,,2024-01-24T19:19:51-0600,2024-01-24T19:19:51-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0186_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0186,,2024-01-29T13:01:05-0600,2024-01-29T13:01:05-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0205_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0205,,2024-01-30T09:20:08-0600,2024-01-30T09:20:08-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0192_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0192,,2024-01-29T13:36:47-0600,2024-01-29T13:36:47-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0007_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0007,,2024-01-24T13:04:36-0600,2024-01-24T13:04:36-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0013_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0013,,2024-01-24T13:08:16-0600,2024-01-24T13:08:16-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0238_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0238,,2024-01-30T12:43:20-0600,2024-01-30T12:43:20-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0178_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0178,,2024-01-29T10:50:31-0600,2024-01-29T10:50:31-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0150_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0150,,2024-01-27T14:35:41-0600,2024-01-27T14:35:41-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0144_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0144,,2024-01-27T14:29:44-0600,2024-01-27T14:29:44-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
SYFW0018_1,Prologis_02-2024-01-30-Wildlife_Camera,SYFW0018,,2024-01-24T19:11:37-0600,2024-01-24T19:11:37-0600,media,unclassified,,,,,,,,,,,,,,,,,,,,
